時刻,番線,接近種別,路線A,直通・周り・経由他,種別A,愛称:A,号数:A,行先:A,ドア数,両数A,増解結&2列車有無,時刻:b,路線B,経由他,種別B,愛称:B,号数:b,行先:B,両数B,列・電,付帯:予告,付帯:接近,付帯:連呼・戸閉
8:31,4,0,湘新宇都宮線,直通,普通,,,小金井,4つドア,15,0,,,,,,,,,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:33,4,0,横須賀線,戸閉,普通,,,君津,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:36,4,0,埼京線,直通,各駅停車,,,赤羽,,10,0,,,,,,,,,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\n緑色の\n埼京線\n乗車口で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません\n空白0.5秒\nこの列車には\nグリーン車はついておりません,,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:38,4,0,,,特急,成田エクスプレス,13号,成田空港,,6,0,,,,,,,,,列車,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\n頭上の\n成田エクスプレス\n乗車口案内板で\nお待ちください\n足元\n赤い\n成田エクスプレス\n乗車口\n1号車\nから\n6号車\nで\nお待ちください\n空白0.5秒\nご乗車には\n乗車券・Suicaの他に\n指定席\n特急券が\n必要です,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\nご乗車には\n乗車券・Suicaの他に\n指定席\n特急券が\n必要です,
8:43,4,0,横須賀線,戸閉,普通,,,津田沼,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:48,4,0,湘新宇都宮線,直通,快速,,,宇都宮,4つドア,15,2:前より,,,,,,,小金井,5,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの列車は\n大宮\nまで\n各駅に停車します\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの列車は\n大宮\nまで\n各駅に停車します\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:50,4,0,横須賀線,戸閉,普通,,,千葉,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:54,4,0,埼京線,直通,各駅停車,,,新宿,,10,0,,,,,,,,,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません\n空白0.5秒\nこの列車には\nグリーン車はついておりません,,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
8:56,4,0,横須賀線,戸閉,普通,,,成田空港,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:02,4,0,湘新高崎線,直通,快速,,,籠原,4つドア,15,0,,,,,,,,,列車,\n空白0.5秒\n次は\n大崎\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\n西大井\nには\n停車いたしません\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n大崎\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\n西大井\nには\n停車いたしません\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n大崎\nに\n止まります
9:04,4,0,横須賀線,戸閉,普通,,,東京,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:12,4,0,横須賀線,戸閉,普通,,,千葉,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:16,4,0,湘新宇都宮線,直通,普通,,,宇都宮,4つドア,15,0,,,,,,,,,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:23,4,0,横須賀線,戸閉,普通,,,上総一ノ宮,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:29,4,0,横須賀線,戸閉,普通,,,津田沼,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:31,4,0,湘新宇都宮線,直通,普通,,,小金井,4つドア,15,0,,,,,,,,,列車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:35,4,0,横須賀線,戸閉,普通,,,君津,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:41,4,0,,,特急,成田エクスプレス,15号,成田空港,,6,0,,,,,,,,,列車,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\n頭上の\n成田エクスプレス\n乗車口案内板で\nお待ちください\n足元\n赤い\n成田エクスプレス\n乗車口\n1号車\nから\n6号車\nで\nお待ちください\n空白0.5秒\nご乗車には\n乗車券・Suicaの他に\n指定席\n特急券が\n必要です,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\nご乗車には\n乗車券・Suicaの他に\n指定席\n特急券が\n必要です,
9:47,4,0,横須賀線,戸閉,普通,,,千葉,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:49,4,0,横須賀線,戸閉,普通,,,成田空港,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
9:52,4,0,湘新高崎線,直通,特別快速,,,高崎,4つドア,15,2:前より,,,,,,,籠原,5,列車,\n空白0.5秒\n次は\n大崎\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\n西大井\n恵比寿\nには\n停車いたしません\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n次は\n大崎\nに\n止まります\n空白0.5秒\n足元\nオレンジ色の\n乗車口で\nお待ちください\nグリーン車は\n柱番号\n4番と5番で\nお待ちください\n空白0.5秒\n西大井\n恵比寿\nには\n停車いたしません\n空白0.5秒\nこの列車は\n品川\n東京(連呼)\n錦糸町\n方面にはまいりません,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n大崎\nに\n止まります
9:59,4,0,横須賀線,戸閉,普通,,,千葉,,15,0,,,,,,,,,電車,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n次は\n西大井\nに\n止まります\n空白0.5秒\nこの電車は\n大崎\n渋谷\n新宿\n方面にはまいりません\n空白0.5秒\nグリーン車は\n柱番号\n8番と9番で\nお待ちください,\n空白0.5秒\n足元に\nご注意ください\n空白0.25秒\n次は\n西大井\nに\n止まります
10:05,4,0,,,特急,スーパービュー踊り子,94号,新宿,,10,0,,,,,,,,,列車,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\nご乗車には\n乗車券の他に\n指定席\n特急券が\n必要です,\n空白0.5秒\nホームの\n中程に\n止まります\n空白0.5秒\nご乗車には\n乗車券の他に\n指定席\n特急券が\n必要です,\n空白0.5秒\nご乗車には\n乗車券の他に\n特急券が\n必要です
